Date,team1,team2,team1_odds,team2_odds
22 Nov 2021 ,Los Angeles Clippers,Dallas Mavericks,1.46,2.84
21 Nov 2021 ,Portland Trail Blazers,Philadelphia 76ers,1.35,3.39
21 Nov 2021 ,Sacramento Kings,Utah Jazz,3.66,1.31
21 Nov 2021 ,Milwaukee Bucks,Orlando Magic,1.10,7.48
21 Nov 2021 ,Minnesota Timberwolves,Memphis Grizzlies,1.72,2.19
21 Nov 2021 ,Atlanta Hawks,Charlotte Hornets,1.35,3.40
21 Nov 2021 ,Boston Celtics,Oklahoma City Thunder,1.22,4.60
21 Nov 2021 ,Indiana Pacers,New Orleans Pelicans,1.32,3.60
21 Nov 2021 ,Washington Wizards,Miami Heat,2.19,1.72
21 Nov 2021 ,New York Knicks,Houston Rockets,1.15,5.98
20 Nov 2021 ,Phoenix Suns,Dallas Mavericks,1.27,4.01
20 Nov 2021 ,Sacramento Kings,Toronto Raptors,1.64,2.35
20 Nov 2021 ,Denver Nuggets,Chicago Bulls,2.12,1.77
20 Nov 2021 ,Milwaukee Bucks,Oklahoma City Thunder,1.11,7.07
20 Nov 2021 ,New Orleans Pelicans,Los Angeles Clippers,2.59,1.54
20 Nov 2021 ,Boston Celtics,Los Angeles Lakers,1.89,1.96
20 Nov 2021 ,Brooklyn Nets,Orlando Magic,1.21,4.71
20 Nov 2021 ,Charlotte Hornets,Indiana Pacers,1.95,1.89
20 Nov 2021 ,Detroit Pistons,Golden State Warriors,2.11,1.77
19 Nov 2021 ,Denver Nuggets,Philadelphia 76ers,1.31,3.68
19 Nov 2021 ,Utah Jazz,Toronto Raptors,1.19,5.10
19 Nov 2021 ,Memphis Grizzlies,Los Angeles Clippers,1.94,1.90
19 Nov 2021 ,Minnesota Timberwolves,San Antonio Spurs,1.76,2.13
19 Nov 2021 ,Cleveland Cavaliers,Golden State Warriors,4.61,1.22
19 Nov 2021 ,Miami Heat,Washington Wizards,1.38,3.19
18 Nov 2021 ,Phoenix Suns,Dallas Mavericks,1.28,3.94
18 Nov 2021 ,Portland Trail Blazers,Chicago Bulls,1.62,2.38
18 Nov 2021 ,Minnesota Timberwolves,Sacramento Kings,1.74,2.17
18 Nov 2021 ,Oklahoma City Thunder,Houston Rockets,1.64,2.35
18 Nov 2021 ,Atlanta Hawks,Boston Celtics,1.50,2.70
18 Nov 2021 ,Brooklyn Nets,Cleveland Cavaliers,1.20,4.81
18 Nov 2021 ,Miami Heat,New Orleans Pelicans,1.37,3.23
18 Nov 2021 ,Milwaukee Bucks,Los Angeles Lakers,1.24,4.29
18 Nov 2021 ,New York Knicks,Orlando Magic,1.14,6.36
18 Nov 2021 ,Charlotte Hornets,Washington Wizards,1.89,1.95
18 Nov 2021 ,Detroit Pistons,Indiana Pacers,3.26,1.37
17 Nov 2021 ,Los Angeles Clippers,San Antonio Spurs,1.32,3.53
17 Nov 2021 ,Utah Jazz,Philadelphia 76ers,1.18,5.27
17 Nov 2021 ,Brooklyn Nets,Golden State Warriors,1.71,2.21
16 Nov 2021 ,Los Angeles Lakers,Chicago Bulls,2.10,1.79
16 Nov 2021 ,Portland Trail Blazers,Toronto Raptors,1.64,2.33
16 Nov 2021 ,Dallas Mavericks,Denver Nuggets,1.48,2.77
16 Nov 2021 ,Memphis Grizzlies,Houston Rockets,1.15,6.05
16 Nov 2021 ,Minnesota Timberwolves,Phoenix Suns,2.47,1.58
16 Nov 2021 ,Oklahoma City Thunder,Miami Heat,3.16,1.38
16 Nov 2021 ,Atlanta Hawks,Orlando Magic,1.18,5.26
16 Nov 2021 ,New York Knicks,Indiana Pacers,1.65,2.31
16 Nov 2021 ,Cleveland Cavaliers,Boston Celtics,2.50,1.57
16 Nov 2021 ,Detroit Pistons,Sacramento Kings,2.53,1.56
16 Nov 2021 ,Washington Wizards,New Orleans Pelicans,1.54,2.58
15 Nov 2021 ,Los Angeles Clippers,Chicago Bulls,1.58,2.48
15 Nov 2021 ,Denver Nuggets,Portland Trail Blazers,1.43,2.98
15 Nov 2021 ,Charlotte Hornets,Golden State Warriors,2.81,1.47
15 Nov 2021 ,Houston Rockets,Phoenix Suns,4.02,1.27
15 Nov 2021 ,Oklahoma City Thunder,Brooklyn Nets,4.36,1.24
15 Nov 2021 ,Atlanta Hawks,Milwaukee Bucks,1.76,2.13
15 Nov 2021 ,Los Angeles Lakers,San Antonio Spurs,1.73,2.18
14 Nov 2021 ,Los Angeles Clippers,Minnesota Timberwolves,1.36,3.28
14 Nov 2021 ,Cleveland Cavaliers,Boston Celtics,1.95,1.90
14 Nov 2021 ,Toronto Raptors,Detroit Pistons,1.27,3.98
14 Nov 2021 ,Indiana Pacers,Philadelphia 76ers,1.60,2.42
14 Nov 2021 ,New Orleans Pelicans,Memphis Grizzlies,2.36,1.63
14 Nov 2021 ,Orlando Magic,Washington Wizards,2.60,1.54
14 Nov 2021 ,Utah Jazz,Miami Heat,1.30,3.76
13 Nov 2021 ,Los Angeles Lakers,Minnesota Timberwolves,1.80,2.07
13 Nov 2021 ,Golden State Warriors,Chicago Bulls,1.45,2.91
13 Nov 2021 ,Denver Nuggets,Atlanta Hawks,1.62,2.38
13 Nov 2021 ,San Antonio Spurs,Dallas Mavericks,2.20,1.71
13 Nov 2021 ,Houston Rockets,Portland Trail Blazers,3.22,1.38
13 Nov 2021 ,Memphis Grizzlies,Phoenix Suns,2.07,1.80
13 Nov 2021 ,New Orleans Pelicans,Brooklyn Nets,4.52,1.23
13 Nov 2021 ,Oklahoma City Thunder,Sacramento Kings,2.67,1.51
13 Nov 2021 ,Boston Celtics,Milwaukee Bucks,1.47,2.81
13 Nov 2021 ,Cleveland Cavaliers,Detroit Pistons,1.50,2.69
13 Nov 2021 ,Charlotte Hornets,New York Knicks,2.26,1.68
12 Nov 2021 ,Los Angeles Clippers,Miami Heat,1.48,2.80
12 Nov 2021 ,Utah Jazz,Indiana Pacers,1.19,5.19
12 Nov 2021 ,Philadelphia 76ers,Toronto Raptors,1.59,2.46
11 Nov 2021 ,Golden State Warriors,Minnesota Timberwolves,1.31,3.63
11 Nov 2021 ,Los Angeles Lakers,Miami Heat,2.83,1.47
11 Nov 2021 ,Denver Nuggets,Indiana Pacers,2.40,1.62
11 Nov 2021 ,Phoenix Suns,Portland Trail Blazers,1.50,2.72
11 Nov 2021 ,San Antonio Spurs,Sacramento Kings,1.90,1.95
11 Nov 2021 ,Chicago Bulls,Dallas Mavericks,1.61,2.41
11 Nov 2021 ,Memphis Grizzlies,Charlotte Hornets,1.54,2.59
11 Nov 2021 ,New Orleans Pelicans,Oklahoma City Thunder,1.55,2.56
11 Nov 2021 ,Boston Celtics,Toronto Raptors,1.66,2.30
11 Nov 2021 ,Houston Rockets,Detroit Pistons,1.68,2.26
11 Nov 2021 ,New York Knicks,Milwaukee Bucks,1.62,2.38
11 Nov 2021 ,Cleveland Cavaliers,Washington Wizards,2.36,1.63
11 Nov 2021 ,Orlando Magic,Brooklyn Nets,4.65,1.22
10 Nov 2021 ,Los Angeles Clippers,Portland Trail Blazers,1.67,2.29
10 Nov 2021 ,Utah Jazz,Atlanta Hawks,1.26,4.13
10 Nov 2021 ,Philadelphia 76ers,Milwaukee Bucks,3.46,1.34
09 Nov 2021 ,Los Angeles Lakers,Charlotte Hornets,1.75,2.16
09 Nov 2021 ,Golden State Warriors,Atlanta Hawks,1.62,2.41
09 Nov 2021 ,Sacramento Kings,Phoenix Suns,2.37,1.63
09 Nov 2021 ,Denver Nuggets,Miami Heat,2.07,1.81
09 Nov 2021 ,Dallas Mavericks,New Orleans Pelicans,1.24,4.37
09 Nov 2021 ,Chicago Bulls,Brooklyn Nets,1.95,1.90
09 Nov 2021 ,Memphis Grizzlies,Minnesota Timberwolves,1.54,2.59
09 Nov 2021 ,Philadelphia 76ers,New York Knicks,2.08,1.80
08 Nov 2021 ,Los Angeles Clippers,Charlotte Hornets,1.41,3.07
08 Nov 2021 ,Golden State Warriors,Houston Rockets,1.10,7.65
08 Nov 2021 ,Oklahoma City Thunder,San Antonio Spurs,2.40,1.62
08 Nov 2021 ,New York Knicks,Cleveland Cavaliers,1.32,3.56
08 Nov 2021 ,Orlando Magic,Utah Jazz,5.81,1.16
08 Nov 2021 ,Sacramento Kings,Indiana Pacers,1.74,2.17
08 Nov 2021 ,Washington Wizards,Milwaukee Bucks,1.96,1.89
08 Nov 2021 ,Toronto Raptors,Brooklyn Nets,2.36,1.64
07 Nov 2021 ,Portland Trail Blazers,Los Angeles Lakers,1.51,2.69
07 Nov 2021 ,Phoenix Suns,Atlanta Hawks,1.62,2.39
07 Nov 2021 ,Dallas Mavericks,Boston Celtics,1.63,2.38
07 Nov 2021 ,Chicago Bulls,Philadelphia 76ers,1.58,2.49
07 Nov 2021 ,Miami Heat,Utah Jazz,1.94,1.91
07 Nov 2021 ,Denver Nuggets,Houston Rockets,1.16,5.72
06 Nov 2021 ,Golden State Warriors,New Orleans Pelicans,1.23,4.56
06 Nov 2021 ,Portland Trail Blazers,Indiana Pacers,1.45,2.88
06 Nov 2021 ,Sacramento Kings,Charlotte Hornets,1.78,2.11
06 Nov 2021 ,Minnesota Timberwolves,Los Angeles Clippers,2.22,1.70
06 Nov 2021 ,Milwaukee Bucks,New York Knicks,1.62,2.41
06 Nov 2021 ,Toronto Raptors,Cleveland Cavaliers,1.44,2.94
06 Nov 2021 ,Detroit Pistons,Brooklyn Nets,4.85,1.20
06 Nov 2021 ,Orlando Magic,San Antonio Spurs,2.43,1.60
06 Nov 2021 ,Washington Wizards,Memphis Grizzlies,1.74,2.17
05 Nov 2021 ,Los Angeles Lakers,Oklahoma City Thunder,1.17,5.35
05 Nov 2021 ,Phoenix Suns,Houston Rockets,1.15,6.04
05 Nov 2021 ,Atlanta Hawks,Utah Jazz,1.98,1.88
05 Nov 2021 ,Miami Heat,Boston Celtics,1.39,3.17
05 Nov 2021 ,Detroit Pistons,Philadelphia 76ers,2.66,1.52
04 Nov 2021 ,Golden State Warriors,Charlotte Hornets,1.42,3.03
04 Nov 2021 ,Sacramento Kings,New Orleans Pelicans,1.45,2.90
04 Nov 2021 ,San Antonio Spurs,Dallas Mavericks,2.10,1.78
04 Nov 2021 ,Memphis Grizzlies,Denver Nuggets,2.00,1.87
04 Nov 2021 ,Minnesota Timberwolves,Los Angeles Clippers,2.19,1.72
04 Nov 2021 ,Brooklyn Nets,Atlanta Hawks,1.55,2.58
04 Nov 2021 ,Cleveland Cavaliers,Portland Trail Blazers,2.84,1.46
04 Nov 2021 ,Indiana Pacers,New York Knicks,1.93,1.92
04 Nov 2021 ,Orlando Magic,Boston Celtics,3.36,1.35
04 Nov 2021 ,Philadelphia 76ers,Chicago Bulls,1.73,2.18
04 Nov 2021 ,Washington Wizards,Toronto Raptors,1.61,2.40
03 Nov 2021 ,Los Angeles Lakers,Houston Rockets,1.15,5.98
03 Nov 2021 ,Phoenix Suns,New Orleans Pelicans,1.19,5.04
03 Nov 2021 ,Utah Jazz,Sacramento Kings,1.23,4.47
03 Nov 2021 ,Dallas Mavericks,Miami Heat,2.23,1.70
03 Nov 2021 ,Detroit Pistons,Milwaukee Bucks,2.59,1.54
02 Nov 2021 ,Los Angeles Clippers,Oklahoma City Thunder,1.12,6.83
02 Nov 2021 ,Memphis Grizzlies,Denver Nuggets,1.81,2.08
02 Nov 2021 ,Minnesota Timberwolves,Orlando Magic,1.25,4.24
02 Nov 2021 ,Atlanta Hawks,Washington Wizards,1.49,2.75
02 Nov 2021 ,Boston Celtics,Chicago Bulls,1.69,2.28
02 Nov 2021 ,New York Knicks,Toronto Raptors,1.35,3.39
02 Nov 2021 ,Charlotte Hornets,Cleveland Cavaliers,1.50,2.72
02 Nov 2021 ,Indiana Pacers,San Antonio Spurs,1.69,2.25
02 Nov 2021 ,Philadelphia 76ers,Portland Trail Blazers,2.12,1.79
01 Nov 2021 ,Los Angeles Lakers,Houston Rockets,1.18,5.37
01 Nov 2021 ,Brooklyn Nets,Detroit Pistons,1.13,6.68
01 Nov 2021 ,Charlotte Hornets,Portland Trail Blazers,2.10,1.79
01 Nov 2021 ,Milwaukee Bucks,Utah Jazz,2.72,1.51
01 Nov 2021 ,Dallas Mavericks,Sacramento Kings,1.56,2.55
31 Oct 2021 ,Phoenix Suns,Cleveland Cavaliers,1.20,4.89
31 Oct 2021 ,Golden State Warriors,Oklahoma City Thunder,,
31 Oct 2021 ,Chicago Bulls,Utah Jazz,2.35,1.64
31 Oct 2021 ,Memphis Grizzlies,Miami Heat,1.60,2.45
31 Oct 2021 ,Milwaukee Bucks,San Antonio Spurs,1.35,3.30
31 Oct 2021 ,Minnesota Timberwolves,Denver Nuggets,1.84,2.04
31 Oct 2021 ,Indiana Pacers,Toronto Raptors,1.68,2.27
31 Oct 2021 ,Philadelphia 76ers,Atlanta Hawks,1.62,2.42
31 Oct 2021 ,Detroit Pistons,Orlando Magic,1.43,2.96
31 Oct 2021 ,New Orleans Pelicans,New York Knicks,3.86,1.29
31 Oct 2021 ,Washington Wizards,Boston Celtics,1.77,2.12
30 Oct 2021 ,Los Angeles Lakers,Cleveland Cavaliers,1.28,3.88
30 Oct 2021 ,Denver Nuggets,Dallas Mavericks,1.62,2.42
30 Oct 2021 ,Portland Trail Blazers,Los Angeles Clippers,1.63,2.39
30 Oct 2021 ,New Orleans Pelicans,Sacramento Kings,2.00,1.86
30 Oct 2021 ,Brooklyn Nets,Indiana Pacers,1.25,4.23
30 Oct 2021 ,Miami Heat,Charlotte Hornets,1.38,3.24
30 Oct 2021 ,Toronto Raptors,Orlando Magic,1.23,4.47
29 Oct 2021 ,Golden State Warriors,Memphis Grizzlies,1.42,3.04
29 Oct 2021 ,Dallas Mavericks,San Antonio Spurs,1.39,3.17
29 Oct 2021 ,Chicago Bulls,New York Knicks,1.85,2.03
29 Oct 2021 ,Houston Rockets,Utah Jazz,4.54,1.23
29 Oct 2021 ,Philadelphia 76ers,Detroit Pistons,1.17,5.57
29 Oct 2021 ,Washington Wizards,Atlanta Hawks,2.48,1.59
28 Oct 2021 ,Los Angeles Clippers,Cleveland Cavaliers,1.27,3.99
28 Oct 2021 ,Phoenix Suns,Sacramento Kings,1.29,3.85
28 Oct 2021 ,Portland Trail Blazers,Memphis Grizzlies,1.74,2.17
28 Oct 2021 ,Milwaukee Bucks,Minnesota Timberwolves,1.43,3.02
28 Oct 2021 ,Oklahoma City Thunder,Los Angeles Lakers,2.96,1.43
28 Oct 2021 ,Boston Celtics,Washington Wizards,1.57,2.52
28 Oct 2021 ,Brooklyn Nets,Miami Heat,1.65,2.37
28 Oct 2021 ,New Orleans Pelicans,Atlanta Hawks,2.75,1.49
28 Oct 2021 ,Toronto Raptors,Indiana Pacers,1.86,2.00
28 Oct 2021 ,Orlando Magic,Charlotte Hornets,2.90,1.45
27 Oct 2021 ,Utah Jazz,Denver Nuggets,1.33,3.56
27 Oct 2021 ,Dallas Mavericks,Houston Rockets,1.15,5.83
27 Oct 2021 ,San Antonio Spurs,Los Angeles Lakers,1.76,2.15
27 Oct 2021 ,Oklahoma City Thunder,Golden State Warriors,4.72,1.21
27 Oct 2021 ,New York Knicks,Philadelphia 76ers,1.86,1.99
26 Oct 2021 ,Los Angeles Clippers,Portland Trail Blazers,1.74,2.18
26 Oct 2021 ,Denver Nuggets,Cleveland Cavaliers,1.20,4.96
26 Oct 2021 ,Minnesota Timberwolves,New Orleans Pelicans,1.45,2.88
26 Oct 2021 ,Atlanta Hawks,Detroit Pistons,1.15,5.94
26 Oct 2021 ,Brooklyn Nets,Washington Wizards,1.43,2.98
26 Oct 2021 ,Miami Heat,Orlando Magic,1.10,7.84
26 Oct 2021 ,Toronto Raptors,Chicago Bulls,2.12,1.77
26 Oct 2021 ,Charlotte Hornets,Boston Celtics,2.08,1.80
26 Oct 2021 ,Indiana Pacers,Milwaukee Bucks,2.08,1.80
25 Oct 2021 ,Los Angeles Lakers,Memphis Grizzlies,1.49,2.74
25 Oct 2021 ,Sacramento Kings,Golden State Warriors,2.31,1.66
25 Oct 2021 ,Houston Rockets,Boston Celtics,2.80,1.47
25 Oct 2021 ,New York Knicks,Orlando Magic,1.13,6.51
25 Oct 2021 ,Oklahoma City Thunder,Philadelphia 76ers,4.73,1.21
25 Oct 2021 ,Brooklyn Nets,Charlotte Hornets,1.23,4.50
24 Oct 2021 ,Los Angeles Clippers,Memphis Grizzlies,1.58,2.48
24 Oct 2021 ,Portland Trail Blazers,Phoenix Suns,1.68,2.28
24 Oct 2021 ,San Antonio Spurs,Milwaukee Bucks,3.09,1.40
24 Oct 2021 ,Chicago Bulls,Detroit Pistons,1.29,3.82
24 Oct 2021 ,Minnesota Timberwolves,New Orleans Pelicans,1.33,3.48
24 Oct 2021 ,Toronto Raptors,Dallas Mavericks,2.59,1.55
24 Oct 2021 ,Indiana Pacers,Miami Heat,2.37,1.63
24 Oct 2021 ,Cleveland Cavaliers,Atlanta Hawks,3.94,1.28
23 Oct 2021 ,Los Angeles Lakers,Phoenix Suns,1.98,1.88
23 Oct 2021 ,Sacramento Kings,Utah Jazz,3.07,1.41
23 Oct 2021 ,Denver Nuggets,San Antonio Spurs,1.32,3.55
23 Oct 2021 ,Chicago Bulls,New Orleans Pelicans,1.39,3.13
23 Oct 2021 ,Houston Rockets,Oklahoma City Thunder,1.67,2.28
23 Oct 2021 ,Boston Celtics,Toronto Raptors,1.36,3.33
23 Oct 2021 ,Philadelphia 76ers,Brooklyn Nets,2.01,1.86
23 Oct 2021 ,Cleveland Cavaliers,Charlotte Hornets,2.15,1.75
23 Oct 2021 ,Orlando Magic,New York Knicks,3.72,1.30
23 Oct 2021 ,Washington Wizards,Indiana Pacers,2.09,1.79
22 Oct 2021 ,Golden State Warriors,Los Angeles Clippers,1.58,2.49
22 Oct 2021 ,Miami Heat,Milwaukee Bucks,1.80,2.11
22 Oct 2021 ,Atlanta Hawks,Dallas Mavericks,1.72,2.20
21 Oct 2021 ,Phoenix Suns,Denver Nuggets,1.40,3.09
21 Oct 2021 ,Portland Trail Blazers,Sacramento Kings,1.40,3.10
21 Oct 2021 ,Utah Jazz,Oklahoma City Thunder,1.10,7.92
21 Oct 2021 ,San Antonio Spurs,Orlando Magic,1.39,3.19
21 Oct 2021 ,Memphis Grizzlies,Cleveland Cavaliers,1.33,3.51
21 Oct 2021 ,Minnesota Timberwolves,Houston Rockets,1.43,3.00
21 Oct 2021 ,New Orleans Pelicans,Philadelphia 76ers,2.37,1.65
21 Oct 2021 ,New York Knicks,Boston Celtics,1.75,2.16
21 Oct 2021 ,Toronto Raptors,Washington Wizards,1.70,2.23
21 Oct 2021 ,Charlotte Hornets,Indiana Pacers,1.95,1.92
21 Oct 2021 ,Detroit Pistons,Chicago Bulls,2.65,1.53
20 Oct 2021 ,Los Angeles Lakers,Golden State Warriors,1.61,2.44
20 Oct 2021 ,Milwaukee Bucks,Brooklyn Nets,1.87,1.99
16 Oct 2021  - Pre-season,Golden State Warriors,Portland Trail Blazers,1.26,3.93
16 Oct 2021  - Pre-season,San Antonio Spurs,Houston Rockets,1.58,2.39
16 Oct 2021  - Pre-season,Chicago Bulls,Memphis Grizzlies,1.50,2.60
16 Oct 2021  - Pre-season,Milwaukee Bucks,Dallas Mavericks,1.18,4.93
16 Oct 2021  - Pre-season,New York Knicks,Washington Wizards,1.41,2.89
16 Oct 2021  - Pre-season,Detroit Pistons,Philadelphia 76ers,1.70,2.15
16 Oct 2021  - Pre-season,Indiana Pacers,Cleveland Cavaliers,1.41,2.91
16 Oct 2021  - Pre-season,Miami Heat,Boston Celtics,1.28,3.70
15 Oct 2021  - Pre-season,Sacramento Kings,Los Angeles Lakers,2.30,1.61
15 Oct 2021  - Pre-season,Oklahoma City Thunder,Denver Nuggets,2.58,1.49
15 Oct 2021  - Pre-season,Brooklyn Nets,Minnesota Timberwolves,1.30,3.44
15 Oct 2021  - Pre-season,Atlanta Hawks,Miami Heat,1.13,5.72
14 Oct 2021  - Pre-season,Utah Jazz,Milwaukee Bucks,1.59,2.33
14 Oct 2021  - Pre-season,Oklahoma City Thunder,Denver Nuggets,3.57,1.28
14 Oct 2021  - Pre-season,New York Knicks,Detroit Pistons,1.27,3.72
14 Oct 2021  - Pre-season,Indiana Pacers,Memphis Grizzlies,1.30,3.42
14 Oct 2021  - Pre-season,Orlando Magic,Boston Celtics,1.40,2.90
14 Oct 2021  - Pre-season,Charlotte Hornets,Dallas Mavericks,3.28,1.33
14 Oct 2021  - Pre-season,Phoenix Suns,Portland Trail Blazers,1.36,3.08
13 Oct 2021  - Pre-season,Los Angeles Lakers,Golden State Warriors,1.37,3.09
13 Oct 2021  - Pre-season,Washington Wizards,Toronto Raptors,1.32,3.35
12 Oct 2021  - Pre-season,Los Angeles Clippers,Minnesota Timberwolves,2.09,1.71
12 Oct 2021  - Pre-season,Portland Trail Blazers,Sacramento Kings,3.39,1.31
12 Oct 2021  - Pre-season,Utah Jazz,New Orleans Pelicans,1.27,3.67
12 Oct 2021  - Pre-season,Memphis Grizzlies,Detroit Pistons,1.39,2.95
12 Oct 2021  - Pre-season,Philadelphia 76ers,Brooklyn Nets,3.27,1.33
12 Oct 2021  - Pre-season,Miami Heat,Charlotte Hornets,1.27,3.70
12 Oct 2021  - Pre-season,Toronto Raptors,Houston Rockets,1.42,2.81
11 Oct 2021  - Pre-season,Los Angeles Lakers,Phoenix Suns,2.13,1.71
11 Oct 2021  - Pre-season,Milwaukee Bucks,Oklahoma City Thunder,1.38,2.99
11 Oct 2021  - Pre-season,Cleveland Cavaliers,Chicago Bulls,3.55,1.29
11 Oct 2021  - Pre-season,Orlando Magic,San Antonio Spurs,2.10,1.71
10 Oct 2021  - Pre-season,Memphis Grizzlies,Atlanta Hawks,1.97,1.80
10 Oct 2021  - Pre-season,Boston Celtics,Toronto Raptors,1.61,2.28
10 Oct 2021  - Pre-season,Washington Wizards,New York Knicks,1.88,1.89
09 Oct 2021  - Pre-season,Golden State Warriors,Los Angeles Lakers,1.62,2.26
09 Oct 2021  - Pre-season,Denver Nuggets,Minnesota Timberwolves,1.57,2.37
09 Oct 2021  - Pre-season,Dallas Mavericks,Los Angeles Clippers,1.48,2.60
09 Oct 2021  - Pre-season,San Antonio Spurs,Miami Heat,1.40,2.90
09 Oct 2021  - Pre-season,Chicago Bulls,New Orleans Pelicans,1.28,3.60
09 Oct 2021  - Pre-season,Brooklyn Nets,Milwaukee Bucks,1.19,4.48
09 Oct 2021  - Pre-season,Cleveland Cavaliers,Indiana Pacers,2.30,1.60
08 Oct 2021  - Pre-season,Houston Rockets,Miami Heat,2.77,1.43
08 Oct 2021  - Pre-season,Charlotte Hornets,Memphis Grizzlies,1.99,1.79
08 Oct 2021  - Pre-season,Philadelphia 76ers,Toronto Raptors,1.47,2.62
07 Oct 2021  - Pre-season,Los Angeles Clippers,Sacramento Kings,1.80,1.98
07 Oct 2021  - Pre-season,Golden State Warriors,Denver Nuggets,1.48,2.59
07 Oct 2021  - Pre-season,Dallas Mavericks,Utah Jazz,1.44,2.74
07 Oct 2021  - Pre-season,New Orleans Pelicans,Orlando Magic,1.64,2.22
07 Oct 2021  - Pre-season,Atlanta Hawks,Cleveland Cavaliers,1.60,2.29
07 Oct 2021  - Pre-season,Detroit Pistons,San Antonio Spurs,2.20,1.65
07 Oct 2021  - Pre-season,Phoenix Suns,Los Angeles Lakers,1.64,2.20
06 Oct 2021  - Pre-season,Chicago Bulls,Cleveland Cavaliers,1.44,2.71
06 Oct 2021  - Pre-season,Houston Rockets,Washington Wizards,1.81,1.96
06 Oct 2021  - Pre-season,Memphis Grizzlies,Milwaukee Bucks,1.38,2.99
06 Oct 2021  - Pre-season,New York Knicks,Indiana Pacers,1.61,2.28
05 Oct 2021  - Pre-season,Los Angeles Clippers,Denver Nuggets,2.12,1.69
05 Oct 2021  - Pre-season,Portland Trail Blazers,Golden State Warriors,1.71,2.11
05 Oct 2021  - Pre-season,Sacramento Kings,Phoenix Suns,1.70,2.11
05 Oct 2021  - Pre-season,San Antonio Spurs,Utah Jazz,2.28,1.61
05 Oct 2021  - Pre-season,Minnesota Timberwolves,New Orleans Pelicans,1.64,2.20
05 Oct 2021  - Pre-season,Oklahoma City Thunder,Charlotte Hornets,2.35,1.58
05 Oct 2021  - Pre-season,Boston Celtics,Orlando Magic,1.33,3.24
05 Oct 2021  - Pre-season,Miami Heat,Atlanta Hawks,1.63,2.25
05 Oct 2021  - Pre-season,Toronto Raptors,Philadelphia 76ers,1.72,2.08
04 Oct 2021  - Pre-season,Los Angeles Lakers,Brooklyn Nets,1.62,2.27
