Date,team1,team2,team1_odds,team2_odds
30 Jan 2021 ,Utah Jazz,Dallas Mavericks,1.59,2.47
30 Jan 2021 ,San Antonio Spurs,Denver Nuggets,2.52,1.56
30 Jan 2021 ,Orlando Magic,Los Angeles Clippers,3.38,1.35
30 Jan 2021 ,Minnesota Timberwolves,Philadelphia 76ers,4.36,1.24
30 Jan 2021 ,Oklahoma City Thunder,Brooklyn Nets,3.26,1.37
30 Jan 2021 ,New Orleans Pelicans,Milwaukee Bucks,3.26,1.37
30 Jan 2021 ,New York Knicks,Cleveland Cavaliers,1.83,2.03
30 Jan 2021 ,Toronto Raptors,Sacramento Kings,1.55,2.56
30 Jan 2021 ,Charlotte Hornets,Indiana Pacers,2.42,1.61
30 Jan 2021 ,Washington Wizards,Atlanta Hawks,2.38,1.63
29 Jan 2021 ,Phoenix Suns,Golden State Warriors,1.80,2.07
29 Jan 2021 ,Detroit Pistons,Los Angeles Lakers,3.59,1.32
29 Jan 2021 ,Miami Heat,Los Angeles Clippers,1.76,2.14
29 Jan 2021 ,Houston Rockets,Portland Trail Blazers,1.54,2.60
28 Jan 2021 ,Golden State Warriors,Minnesota Timberwolves,1.25,4.18
28 Jan 2021 ,New Orleans Pelicans,Washington Wizards,1.29,3.80
28 Jan 2021 ,Phoenix Suns,Oklahoma City Thunder,1.30,3.75
28 Jan 2021 ,Utah Jazz,Dallas Mavericks,1.78,2.10
28 Jan 2021 ,San Antonio Spurs,Boston Celtics,2.58,1.55
28 Jan 2021 ,Atlanta Hawks,Brooklyn Nets,2.90,1.44
28 Jan 2021 ,Miami Heat,Denver Nuggets,3.05,1.41
28 Jan 2021 ,Philadelphia 76ers,Los Angeles Lakers,2.58,1.55
28 Jan 2021 ,Toronto Raptors,Milwaukee Bucks,3.14,1.39
28 Jan 2021 ,Charlotte Hornets,Indiana Pacers,2.26,1.68
28 Jan 2021 ,Cleveland Cavaliers,Detroit Pistons,1.78,2.10
28 Jan 2021 ,Orlando Magic,Sacramento Kings,1.84,2.01
27 Jan 2021 ,Utah Jazz,New York Knicks,1.16,5.77
27 Jan 2021 ,Houston Rockets,Washington Wizards,1.63,2.37
27 Jan 2021 ,Atlanta Hawks,Los Angeles Clippers,1.45,2.88
26 Jan 2021 ,Golden State Warriors,Minnesota Timberwolves,1.26,4.12
26 Jan 2021 ,Portland Trail Blazers,Oklahoma City Thunder,1.51,2.67
26 Jan 2021 ,Chicago Bulls,Boston Celtics,2.45,1.59
26 Jan 2021 ,Dallas Mavericks,Denver Nuggets,2.14,1.76
26 Jan 2021 ,Cleveland Cavaliers,Los Angeles Lakers,6.59,1.13
26 Jan 2021 ,Brooklyn Nets,Miami Heat,1.31,3.61
26 Jan 2021 ,Detroit Pistons,Philadelphia 76ers,2.73,1.49
26 Jan 2021 ,Indiana Pacers,Toronto Raptors,1.75,2.15
26 Jan 2021 ,Orlando Magic,Charlotte Hornets,1.87,1.99
25 Jan 2021 ,Portland Trail Blazers,New York Knicks,1.58,2.48
25 Jan 2021 ,Milwaukee Bucks,Atlanta Hawks,1.13,6.62
25 Jan 2021 ,San Antonio Spurs,Washington Wizards,1.43,2.95
25 Jan 2021 ,Boston Celtics,Cleveland Cavaliers,1.41,3.06
25 Jan 2021 ,Orlando Magic,Charlotte Hornets,2.09,1.78
25 Jan 2021 ,Los Angeles Clippers,Oklahoma City Thunder,1.11,7.40
25 Jan 2021 ,Indiana Pacers,Toronto Raptors,1.55,2.58
24 Jan 2021 ,Chicago Bulls,Los Angeles Lakers,4.85,1.20
24 Jan 2021 ,Dallas Mavericks,Houston Rockets,1.34,3.43
24 Jan 2021 ,Phoenix Suns,Denver Nuggets,2.19,1.72
24 Jan 2021 ,Utah Jazz,Golden State Warriors,1.35,3.35
24 Jan 2021 ,Brooklyn Nets,Miami Heat,1.31,3.69
24 Jan 2021 ,Detroit Pistons,Philadelphia 76ers,3.91,1.28
24 Jan 2021 ,Minnesota Timberwolves,New Orleans Pelicans,4.00,1.27
23 Jan 2021 ,Phoenix Suns,Denver Nuggets,1.88,1.98
23 Jan 2021 ,Los Angeles Clippers,Oklahoma City Thunder,1.09,8.14
23 Jan 2021 ,Sacramento Kings,New York Knicks,1.61,2.42
23 Jan 2021 ,San Antonio Spurs,Dallas Mavericks,2.11,1.77
23 Jan 2021 ,Minnesota Timberwolves,Atlanta Hawks,3.01,1.42
23 Jan 2021 ,Cleveland Cavaliers,Brooklyn Nets,3.22,1.37
23 Jan 2021 ,Philadelphia 76ers,Boston Celtics,1.53,2.63
23 Jan 2021 ,Toronto Raptors,Miami Heat,1.74,2.15
23 Jan 2021 ,Charlotte Hornets,Chicago Bulls,1.66,2.31
23 Jan 2021 ,Detroit Pistons,Houston Rockets,1.69,2.25
23 Jan 2021 ,Indiana Pacers,Orlando Magic,1.52,2.67
22 Jan 2021 ,Golden State Warriors,New York Knicks,1.48,2.75
22 Jan 2021 ,Utah Jazz,New Orleans Pelicans,1.36,3.29
22 Jan 2021 ,Milwaukee Bucks,Los Angeles Lakers,1.86,2.01
21 Jan 2021 ,Golden State Warriors,San Antonio Spurs,1.85,2.01
21 Jan 2021 ,Los Angeles Clippers,Sacramento Kings,1.16,5.69
21 Jan 2021 ,Houston Rockets,Phoenix Suns,2.94,1.44
21 Jan 2021 ,Minnesota Timberwolves,Orlando Magic,2.50,1.57
21 Jan 2021 ,Atlanta Hawks,Detroit Pistons,1.54,2.58
21 Jan 2021 ,Toronto Raptors,Miami Heat,1.55,2.56
21 Jan 2021 ,Cleveland Cavaliers,Brooklyn Nets,5.42,1.17
21 Jan 2021 ,Indiana Pacers,Dallas Mavericks,2.19,1.73
21 Jan 2021 ,Philadelphia 76ers,Boston Celtics,1.52,2.65
20 Jan 2021 ,Denver Nuggets,Oklahoma City Thunder,1.20,4.88
20 Jan 2021 ,Utah Jazz,New Orleans Pelicans,1.39,3.13
19 Jan 2021 ,Los Angeles Lakers,Golden State Warriors,1.24,4.27
19 Jan 2021 ,Chicago Bulls,Houston Rockets,2.09,1.78
19 Jan 2021 ,Miami Heat,Detroit Pistons,1.42,2.99
19 Jan 2021 ,Brooklyn Nets,Milwaukee Bucks,2.49,1.58
19 Jan 2021 ,Toronto Raptors,Dallas Mavericks,1.62,2.39
19 Jan 2021 ,Memphis Grizzlies,Phoenix Suns,2.82,1.46
19 Jan 2021 ,Portland Trail Blazers,San Antonio Spurs,2.02,1.83
19 Jan 2021 ,Atlanta Hawks,Minnesota Timberwolves,1.34,3.41
19 Jan 2021 ,New York Knicks,Orlando Magic,2.10,1.77
18 Jan 2021 ,Los Angeles Clippers,Indiana Pacers,1.29,3.75
18 Jan 2021 ,Sacramento Kings,New Orleans Pelicans,2.20,1.71
18 Jan 2021 ,Denver Nuggets,Utah Jazz,2.01,1.84
18 Jan 2021 ,Dallas Mavericks,Chicago Bulls,1.37,3.22
18 Jan 2021 ,Boston Celtics,New York Knicks,1.33,3.47
17 Jan 2021 ,Portland Trail Blazers,Atlanta Hawks,1.52,2.62
17 Jan 2021 ,Memphis Grizzlies,Philadelphia 76ers,1.79,2.07
17 Jan 2021 ,Miami Heat,Detroit Pistons,1.45,2.84
17 Jan 2021 ,Toronto Raptors,Charlotte Hornets,1.37,3.23
17 Jan 2021 ,Brooklyn Nets,Orlando Magic,1.23,4.43
17 Jan 2021 ,San Antonio Spurs,Houston Rockets,1.34,3.36
16 Jan 2021 ,Los Angeles Lakers,New Orleans Pelicans,1.24,4.34
16 Jan 2021 ,Sacramento Kings,Los Angeles Clippers,3.29,1.36
16 Jan 2021 ,Utah Jazz,Atlanta Hawks,1.40,3.07
16 Jan 2021 ,Oklahoma City Thunder,Chicago Bulls,2.15,1.74
16 Jan 2021 ,Boston Celtics,Orlando Magic,1.57,2.50
16 Jan 2021 ,Cleveland Cavaliers,New York Knicks,2.13,1.75
16 Jan 2021 ,Milwaukee Bucks,Dallas Mavericks,1.32,3.59
15 Jan 2021 ,Denver Nuggets,Golden State Warriors,1.53,2.62
15 Jan 2021 ,Portland Trail Blazers,Indiana Pacers,1.68,2.25
15 Jan 2021 ,San Antonio Spurs,Houston Rockets,1.34,3.36
15 Jan 2021 ,Toronto Raptors,Charlotte Hornets,1.22,4.55
15 Jan 2021 ,Philadelphia 76ers,Miami Heat,1.28,3.85
14 Jan 2021 ,Los Angeles Clippers,New Orleans Pelicans,1.18,5.17
14 Jan 2021 ,Sacramento Kings,Portland Trail Blazers,2.66,1.51
14 Jan 2021 ,Minnesota Timberwolves,Memphis Grizzlies,1.75,2.13
14 Jan 2021 ,Oklahoma City Thunder,Los Angeles Lakers,5.27,1.17
14 Jan 2021 ,New York Knicks,Brooklyn Nets,2.27,1.67
14 Jan 2021 ,Charlotte Hornets,Dallas Mavericks,2.26,1.68
14 Jan 2021 ,Detroit Pistons,Milwaukee Bucks,5.25,1.18
13 Jan 2021 ,Golden State Warriors,Indiana Pacers,1.64,2.35
13 Jan 2021 ,Houston Rockets,Los Angeles Lakers,2.60,1.53
13 Jan 2021 ,Oklahoma City Thunder,San Antonio Spurs,2.12,1.76
13 Jan 2021 ,Brooklyn Nets,Denver Nuggets,1.81,2.05
13 Jan 2021 ,Cleveland Cavaliers,Utah Jazz,7.20,1.11
13 Jan 2021 ,Philadelphia 76ers,Miami Heat,1.27,3.96
12 Jan 2021 ,Portland Trail Blazers,Toronto Raptors,1.53,2.61
12 Jan 2021 ,Sacramento Kings,Indiana Pacers,2.40,1.61
12 Jan 2021 ,Atlanta Hawks,Philadelphia 76ers,1.43,2.94
12 Jan 2021 ,Charlotte Hornets,New York Knicks,1.52,2.63
12 Jan 2021 ,Cleveland Cavaliers,Memphis Grizzlies,2.13,1.75
12 Jan 2021 ,Orlando Magic,Milwaukee Bucks,4.95,1.19
12 Jan 2021 ,Washington Wizards,Phoenix Suns,3.08,1.40
11 Jan 2021 ,Golden State Warriors,Toronto Raptors,2.20,1.72
11 Jan 2021 ,Minnesota Timberwolves,San Antonio Spurs,2.51,1.56
11 Jan 2021 ,Houston Rockets,Los Angeles Lakers,2.53,1.56
11 Jan 2021 ,Brooklyn Nets,Oklahoma City Thunder,1.30,3.66
11 Jan 2021 ,New York Knicks,Denver Nuggets,2.81,1.46
11 Jan 2021 ,Los Angeles Clippers,Chicago Bulls,1.12,6.67
11 Jan 2021 ,Detroit Pistons,Utah Jazz,4.11,1.25
10 Jan 2021 ,Sacramento Kings,Portland Trail Blazers,2.73,1.49
10 Jan 2021 ,Dallas Mavericks,Orlando Magic,1.41,3.01
10 Jan 2021 ,Milwaukee Bucks,Cleveland Cavaliers,1.24,4.22
10 Jan 2021 ,Minnesota Timberwolves,San Antonio Spurs,2.33,1.64
10 Jan 2021 ,Charlotte Hornets,Atlanta Hawks,2.63,1.52
10 Jan 2021 ,Indiana Pacers,Phoenix Suns,1.67,2.26
10 Jan 2021 ,Washington Wizards,Miami Heat,5.23,1.18
10 Jan 2021 ,Philadelphia 76ers,Denver Nuggets,8.05,1.09
09 Jan 2021 ,Golden State Warriors,Los Angeles Clippers,3.13,1.38
09 Jan 2021 ,Los Angeles Lakers,Chicago Bulls,1.26,4.04
09 Jan 2021 ,Sacramento Kings,Toronto Raptors,1.95,1.89
09 Jan 2021 ,Houston Rockets,Orlando Magic,1.35,3.31
09 Jan 2021 ,Memphis Grizzlies,Brooklyn Nets,1.95,1.88
09 Jan 2021 ,Milwaukee Bucks,Utah Jazz,1.42,2.98
09 Jan 2021 ,Boston Celtics,Washington Wizards,1.59,2.43
09 Jan 2021 ,New Orleans Pelicans,Charlotte Hornets,1.34,3.37
09 Jan 2021 ,New York Knicks,Oklahoma City Thunder,1.66,2.28
09 Jan 2021 ,Detroit Pistons,Phoenix Suns,3.60,1.31
08 Jan 2021 ,Denver Nuggets,Dallas Mavericks,1.71,2.20
08 Jan 2021 ,Los Angeles Lakers,San Antonio Spurs,1.24,4.20
08 Jan 2021 ,Portland Trail Blazers,Minnesota Timberwolves,1.20,4.90
08 Jan 2021 ,Memphis Grizzlies,Cleveland Cavaliers,1.46,2.80
08 Jan 2021 ,Brooklyn Nets,Philadelphia 76ers,2.55,1.55
07 Jan 2021 ,Golden State Warriors,Los Angeles Clippers,2.78,1.48
07 Jan 2021 ,Sacramento Kings,Chicago Bulls,1.35,3.33
07 Jan 2021 ,Phoenix Suns,Toronto Raptors,1.67,2.27
07 Jan 2021 ,Milwaukee Bucks,Detroit Pistons,1.13,6.40
07 Jan 2021 ,New Orleans Pelicans,Oklahoma City Thunder,1.29,3.78
07 Jan 2021 ,Atlanta Hawks,Charlotte Hornets,1.42,2.96
07 Jan 2021 ,Miami Heat,Boston Celtics,1.71,2.19
07 Jan 2021 ,New York Knicks,Utah Jazz,3.59,1.31
07 Jan 2021 ,Indiana Pacers,Houston Rockets,1.69,2.23
07 Jan 2021 ,Orlando Magic,Cleveland Cavaliers,1.48,2.73
07 Jan 2021 ,Philadelphia 76ers,Washington Wizards,1.38,3.17
06 Jan 2021 ,Portland Trail Blazers,Chicago Bulls,1.22,4.57
06 Jan 2021 ,Los Angeles Clippers,San Antonio Spurs,1.33,3.49
06 Jan 2021 ,Denver Nuggets,Minnesota Timberwolves,1.16,5.67
06 Jan 2021 ,Memphis Grizzlies,Los Angeles Lakers,4.50,1.22
06 Jan 2021 ,Brooklyn Nets,Utah Jazz,2.57,1.54
05 Jan 2021 ,Golden State Warriors,Sacramento Kings,2.02,1.83
05 Jan 2021 ,Houston Rockets,Dallas Mavericks,1.60,2.43
05 Jan 2021 ,Milwaukee Bucks,Detroit Pistons,1.05,11.28
05 Jan 2021 ,New Orleans Pelicans,Indiana Pacers,1.80,2.06
05 Jan 2021 ,Atlanta Hawks,New York Knicks,1.34,3.41
05 Jan 2021 ,Miami Heat,Oklahoma City Thunder,1.23,4.38
05 Jan 2021 ,Toronto Raptors,Boston Celtics,1.42,2.96
05 Jan 2021 ,Orlando Magic,Cleveland Cavaliers,1.44,2.88
05 Jan 2021 ,Philadelphia 76ers,Charlotte Hornets,1.28,3.84
04 Jan 2021 ,Golden State Warriors,Portland Trail Blazers,2.65,1.52
04 Jan 2021 ,Chicago Bulls,Dallas Mavericks,2.49,1.57
04 Jan 2021 ,Phoenix Suns,Los Angeles Clippers,2.34,1.64
04 Jan 2021 ,Minnesota Timberwolves,Denver Nuggets,4.07,1.26
04 Jan 2021 ,San Antonio Spurs,Utah Jazz,2.83,1.45
04 Jan 2021 ,Brooklyn Nets,Washington Wizards,1.31,3.59
04 Jan 2021 ,Memphis Grizzlies,Los Angeles Lakers,4.87,1.20
04 Jan 2021 ,Detroit Pistons,Boston Celtics,3.85,1.28
03 Jan 2021 ,Atlanta Hawks,Cleveland Cavaliers,1.45,2.86
03 Jan 2021 ,New Orleans Pelicans,Toronto Raptors,1.97,1.87
03 Jan 2021 ,Indiana Pacers,New York Knicks,1.22,4.49
03 Jan 2021 ,Orlando Magic,Oklahoma City Thunder,1.52,2.62
03 Jan 2021 ,Philadelphia 76ers,Charlotte Hornets,1.20,4.81
03 Jan 2021 ,Houston Rockets,Sacramento Kings,1.97,1.95
02 Jan 2021 ,Golden State Warriors,Portland Trail Blazers,2.41,1.60
02 Jan 2021 ,Denver Nuggets,Phoenix Suns,1.62,2.36
02 Jan 2021 ,Utah Jazz,Los Angeles Clippers,2.37,1.62
02 Jan 2021 ,Milwaukee Bucks,Chicago Bulls,1.08,8.86
02 Jan 2021 ,San Antonio Spurs,Los Angeles Lakers,3.63,1.31
02 Jan 2021 ,Minnesota Timberwolves,Washington Wizards,1.94,1.90
02 Jan 2021 ,Brooklyn Nets,Atlanta Hawks,1.39,3.09
02 Jan 2021 ,Charlotte Hornets,Memphis Grizzlies,1.54,2.59
02 Jan 2021 ,Dallas Mavericks,Miami Heat,2.06,1.81
02 Jan 2021 ,Detroit Pistons,Boston Celtics,4.07,1.26
01 Jan 2021 ,Utah Jazz,Phoenix Suns,1.59,2.45
01 Jan 2021 ,Oklahoma City Thunder,New Orleans Pelicans,2.85,1.45
01 Jan 2021 ,Toronto Raptors,New York Knicks,1.27,3.94
01 Jan 2021 ,Houston Rockets,Sacramento Kings,1.47,2.79
01 Jan 2021 ,Orlando Magic,Philadelphia 76ers,2.42,1.61
01 Jan 2021 ,Washington Wizards,Chicago Bulls,1.33,3.43
01 Jan 2021 ,Indiana Pacers,Cleveland Cavaliers,1.30,3.65
31 Dec 2020 ,Los Angeles Clippers,Portland Trail Blazers,1.43,2.95
31 Dec 2020 ,Dallas Mavericks,Charlotte Hornets,1.28,3.85
31 Dec 2020 ,San Antonio Spurs,Los Angeles Lakers,3.46,1.33
31 Dec 2020 ,Boston Celtics,Memphis Grizzlies,1.33,3.43
31 Dec 2020 ,Brooklyn Nets,Atlanta Hawks,1.42,2.96
31 Dec 2020 ,Miami Heat,Milwaukee Bucks,3.17,1.38
30 Dec 2020 ,Los Angeles Clippers,Minnesota Timberwolves,1.17,5.27
30 Dec 2020 ,Phoenix Suns,New Orleans Pelicans,1.78,2.08
30 Dec 2020 ,Sacramento Kings,Denver Nuggets,1.89,1.94
30 Dec 2020 ,Oklahoma City Thunder,Orlando Magic,3.14,1.38
30 Dec 2020 ,Miami Heat,Milwaukee Bucks,2.98,1.42
30 Dec 2020 ,Cleveland Cavaliers,New York Knicks,1.64,2.34
30 Dec 2020 ,Detroit Pistons,Golden State Warriors,2.51,1.56
30 Dec 2020 ,Indiana Pacers,Boston Celtics,1.84,2.00
30 Dec 2020 ,Philadelphia 76ers,Toronto Raptors,1.84,2.01
30 Dec 2020 ,Washington Wizards,Chicago Bulls,1.40,3.08
29 Dec 2020 ,Los Angeles Lakers,Portland Trail Blazers,1.42,2.99
29 Dec 2020 ,Denver Nuggets,Houston Rockets,1.38,3.16
29 Dec 2020 ,Oklahoma City Thunder,Utah Jazz,4.19,1.24
29 Dec 2020 ,Atlanta Hawks,Detroit Pistons,1.20,4.87
29 Dec 2020 ,Brooklyn Nets,Memphis Grizzlies,2.14,1.75
28 Dec 2020 ,Los Angeles Lakers,Minnesota Timberwolves,1.19,4.99
28 Dec 2020 ,Sacramento Kings,Phoenix Suns,2.30,1.65
28 Dec 2020 ,Chicago Bulls,Golden State Warriors,2.40,1.61
28 Dec 2020 ,Indiana Pacers,Boston Celtics,2.22,1.70
28 Dec 2020 ,Cleveland Cavaliers,Philadelphia 76ers,3.13,1.39
28 Dec 2020 ,New York Knicks,Milwaukee Bucks,7.56,1.10
28 Dec 2020 ,Charlotte Hornets,Brooklyn Nets,5.61,1.16
28 Dec 2020 ,New Orleans Pelicans,San Antonio Spurs,1.49,2.71
28 Dec 2020 ,Washington Wizards,Orlando Magic,2.07,1.79
28 Dec 2020 ,Los Angeles Clippers,Dallas Mavericks,1.65,2.31
27 Dec 2020 ,Portland Trail Blazers,Houston Rockets,1.31,3.61
27 Dec 2020 ,Sacramento Kings,Phoenix Suns,2.34,1.63
27 Dec 2020 ,Utah Jazz,Minnesota Timberwolves,1.24,4.41
27 Dec 2020 ,San Antonio Spurs,Toronto Raptors,2.17,1.73
27 Dec 2020 ,Chicago Bulls,Indiana Pacers,2.95,1.43
27 Dec 2020 ,New York Knicks,Philadelphia 76ers,3.98,1.26
27 Dec 2020 ,Charlotte Hornets,Oklahoma City Thunder,1.69,2.22
27 Dec 2020 ,Detroit Pistons,Cleveland Cavaliers,1.87,1.97
27 Dec 2020 ,Washington Wizards,Orlando Magic,1.77,2.09
27 Dec 2020 ,Memphis Grizzlies,Atlanta Hawks,1.72,2.19
26 Dec 2020 ,Denver Nuggets,Los Angeles Clippers,2.42,1.60
26 Dec 2020 ,Los Angeles Lakers,Dallas Mavericks,1.38,3.21
26 Dec 2020 ,Boston Celtics,Brooklyn Nets,2.29,1.66
26 Dec 2020 ,Milwaukee Bucks,Golden State Warriors,1.18,5.12
26 Dec 2020 ,Miami Heat,New Orleans Pelicans,1.67,2.27
24 Dec 2020 ,Phoenix Suns,Dallas Mavericks,1.85,2.00
24 Dec 2020 ,Portland Trail Blazers,Utah Jazz,2.06,1.80
24 Dec 2020 ,Denver Nuggets,Sacramento Kings,1.31,3.59
24 Dec 2020 ,Chicago Bulls,Atlanta Hawks,2.07,1.79
24 Dec 2020 ,Memphis Grizzlies,San Antonio Spurs,1.77,2.09
24 Dec 2020 ,Minnesota Timberwolves,Detroit Pistons,1.46,2.80
24 Dec 2020 ,Boston Celtics,Milwaukee Bucks,2.60,1.54
24 Dec 2020 ,Toronto Raptors,New Orleans Pelicans,1.60,2.42
24 Dec 2020 ,Cleveland Cavaliers,Charlotte Hornets,2.28,1.66
24 Dec 2020 ,Indiana Pacers,New York Knicks,1.31,3.61
24 Dec 2020 ,Orlando Magic,Miami Heat,2.67,1.51
24 Dec 2020 ,Philadelphia 76ers,Washington Wizards,1.34,3.43
23 Dec 2020 ,Los Angeles Lakers,Los Angeles Clippers,1.74,2.16
23 Dec 2020 ,Brooklyn Nets,Golden State Warriors,1.31,3.58
20 Dec 2020  - Pre-season,Memphis Grizzlies,Atlanta Hawks,1.64,2.28
20 Dec 2020  - Pre-season,Orlando Magic,Charlotte Hornets,1.55,2.49
20 Dec 2020  - Pre-season,Washington Wizards,Detroit Pistons,1.52,2.59
19 Dec 2020  - Pre-season,Phoenix Suns,Los Angeles Lakers,2.41,1.59
19 Dec 2020  - Pre-season,Denver Nuggets,Portland Trail Blazers,1.46,2.74
19 Dec 2020  - Pre-season,Boston Celtics,Brooklyn Nets,2.18,1.70
19 Dec 2020  - Pre-season,New Orleans Pelicans,Milwaukee Bucks,1.90,1.91
19 Dec 2020  - Pre-season,Oklahoma City Thunder,Chicago Bulls,2.00,1.82
19 Dec 2020  - Pre-season,New York Knicks,Cleveland Cavaliers,1.74,2.11
19 Dec 2020  - Pre-season,Toronto Raptors,Miami Heat,1.66,2.24
19 Dec 2020  - Pre-season,Indiana Pacers,Philadelphia 76ers,2.04,1.79
18 Dec 2020  - Pre-season,Los Angeles Clippers,Utah Jazz,1.53,2.57
18 Dec 2020  - Pre-season,Sacramento Kings,Golden State Warriors,1.81,2.02
18 Dec 2020  - Pre-season,Dallas Mavericks,Minnesota Timberwolves,1.36,3.21
18 Dec 2020  - Pre-season,Houston Rockets,San Antonio Spurs,1.55,2.48
18 Dec 2020  - Pre-season,Memphis Grizzlies,Atlanta Hawks,1.75,2.09
18 Dec 2020  - Pre-season,Orlando Magic,Charlotte Hornets,1.53,2.54
18 Dec 2020  - Pre-season,Washington Wizards,Detroit Pistons,1.48,2.70
17 Dec 2020  - Pre-season,Denver Nuggets,Portland Trail Blazers,1.55,2.51
17 Dec 2020  - Pre-season,Phoenix Suns,Los Angeles Lakers,2.47,1.56
17 Dec 2020  - Pre-season,Oklahoma City Thunder,Chicago Bulls,1.89,1.92
17 Dec 2020  - Pre-season,New York Knicks,Cleveland Cavaliers,1.64,2.28
16 Dec 2020  - Pre-season,Sacramento Kings,Golden State Warriors,1.72,2.15
16 Dec 2020  - Pre-season,Houston Rockets,San Antonio Spurs,1.59,2.40
16 Dec 2020  - Pre-season,Philadelphia 76ers,Boston Celtics,1.53,2.55
15 Dec 2020  - Pre-season,Utah Jazz,Phoenix Suns,2.03,1.79
15 Dec 2020  - Pre-season,Milwaukee Bucks,Dallas Mavericks,1.54,2.52
15 Dec 2020  - Pre-season,Minnesota Timberwolves,Memphis Grizzlies,1.85,1.95
15 Dec 2020  - Pre-season,Charlotte Hornets,Toronto Raptors,2.52,1.54
15 Dec 2020  - Pre-season,Miami Heat,New Orleans Pelicans,1.64,2.28
15 Dec 2020  - Pre-season,Cleveland Cavaliers,Indiana Pacers,2.90,1.42
14 Dec 2020  - Pre-season,Portland Trail Blazers,Sacramento Kings,1.45,2.81
14 Dec 2020  - Pre-season,Los Angeles Lakers,Los Angeles Clippers,2.64,1.50
14 Dec 2020  - Pre-season,Chicago Bulls,Houston Rockets,2.19,1.69
14 Dec 2020  - Pre-season,Detroit Pistons,New York Knicks,1.75,2.10
14 Dec 2020  - Pre-season,Brooklyn Nets,Washington Wizards,1.32,3.48
14 Dec 2020  - Pre-season,Atlanta Hawks,Orlando Magic,1.51,2.62
13 Dec 2020  - Pre-season,Utah Jazz,Phoenix Suns,1.88,1.91
13 Dec 2020  - Pre-season,Golden State Warriors,Denver Nuggets,2.32,1.62
13 Dec 2020  - Pre-season,Milwaukee Bucks,Dallas Mavericks,1.53,2.53
13 Dec 2020  - Pre-season,Minnesota Timberwolves,Memphis Grizzlies,1.75,2.07
13 Dec 2020  - Pre-season,Charlotte Hornets,Toronto Raptors,2.71,1.46
13 Dec 2020  - Pre-season,Cleveland Cavaliers,Indiana Pacers,2.77,1.45
13 Dec 2020  - Pre-season,San Antonio Spurs,Oklahoma City Thunder,1.41,2.90
12 Dec 2020  - Pre-season,Portland Trail Blazers,Sacramento Kings,1.45,2.80
12 Dec 2020  - Pre-season,Los Angeles Lakers,Los Angeles Clippers,3.09,1.38
12 Dec 2020  - Pre-season,Chicago Bulls,Houston Rockets,1.59,2.41
12 Dec 2020  - Pre-season,Atlanta Hawks,Orlando Magic,1.36,3.19
12 Dec 2020  - Pre-season,Detroit Pistons,New York Knicks,1.79,2.04
